[ 2016-08-20T11:45:13+08:00 ] /QA/index.php/List/index/id/6 | INFO: Tag[ route_check ] --START--
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/List/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = null )  [ RunTime:0.001000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/List/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/List/index | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.011001s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/List/index | SQL: SELECT * FROM `wl_question` WHERE ( `cid` = null ) AND ( `solve` = 0 ) LIMIT 10   [ RunTime:0.001000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/List/index | SQL: SELECT * FROM `wl_question` WHERE ( `cid` = null ) AND ( `solve` = 1 ) LIMIT 10   [ RunTime:0.001000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/List/index | INFO: Tag[ view_template ] --START--
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/List/index | INFO: Run LocationTemplate Behavior [ RunTime:0.004000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/List/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.004000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/List/index | INFO: Tag[ view_parse ] --START--
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/List/index | NOTIC: [2] Missing argument 2 for TagLib::parseXmlAttr(), called in D:\WWW\QA\Index\Lib\TagLib\TagLibWl.class.php on line 15 and defined TagLib.class.php 第 111 行.
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/List/index | NOTIC: [8] Undefined variable: tag TagLib.class.php 第 122 行.
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/List/index | NOTIC: [8] Undefined index:  TagLib.class.php 第 122 行.
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/List/index | INFO: Run ParseTemplate Behavior [ RunTime:0.038002s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/List/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.038002s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/List/index | INFO: Tag[ view_filter ] --START--
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/List/index | INFO: Run ContentReplace Behavior [ RunTime:0.002000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/List/index | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/List/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002001s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/List/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/List/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008001s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/List/index | INFO: Tag[ view_end ] --START--
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/List/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.002000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/List/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/Index/index | INFO: Tag[ app_begin ] --START--
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/Index/index | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.010001s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.001000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.000000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.000000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.001000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.000000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.001000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/Index/index | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.010001s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) ORDER BY ask_time DESC LIMIT 5   [ RunTime:0.000000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 1 ) LIMIT 5   [ RunTime:0.000000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/Index/index | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.010000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/Index/index | SQL: SELECT `experience`,`money` FROM `wl_index_user` WHERE ( `id` = '2' ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt DESC LIMIT 10   [ RunTime:0.000000s ]
[ 2016-08-20T11:45:14+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2016-08-20T11:45:15+08:00 ] /QA/index.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.003000s ]
[ 2016-08-20T11:45:15+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.003000s ]
[ 2016-08-20T11:45:15+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2016-08-20T11:45:15+08:00 ] /QA/index.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.036002s ]
[ 2016-08-20T11:45:15+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.036002s ]
[ 2016-08-20T11:45:15+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2016-08-20T11:45:15+08:00 ] /QA/index.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-08-20T11:45:15+08:00 ] /QA/index.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2016-08-20T11:45:15+08:00 ] /QA/index.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-20T11:45:15+08:00 ] /QA/index.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-08-20T11:45:15+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006000s ]
[ 2016-08-20T11:45:15+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2016-08-20T11:45:15+08:00 ] /QA/index.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.002000s ]
[ 2016-08-20T11:45:15+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ route_check ] --START--
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ app_begin ] --START--
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.010000s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.010001s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SELECT question.id AS id,question.ask_content AS ask_content,question.money_reward AS money_reward,question.solve AS solve,question.ask_time AS ask_time,question.cid AS cid,question.answer AS answer,question.uid AS uid,IndexUser.username AS username,IndexUser.experience AS experience FROM wl_question question LEFT JOIN wl_index_user IndexUser ON question.uid = IndexUser.id WHERE ( question.id = 3 ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_answer` [ RunTime:0.015001s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.009001s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SELECT answer.id AS id,answer.answer_content AS answer_content,answer.answer_time AS answer_time,IndexUser.id AS uid,IndexUser.username AS username,IndexUser.experience AS experience,IndexUser.answer AS answer,IndexUser.adopt AS adopt FROM wl_answer answer LEFT JOIN wl_index_user IndexUser ON answer.uid=IndexUser.id WHERE ( `qid` = 3 ) AND ( answer.adopt = 1 ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SELECT COUNT(*) AS tp_count FROM `wl_answer` WHERE ( `qid` = 3 ) AND ( answer.adopt = 0 ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SELECT answer.id AS id,answer.answer_content AS answer_content,answer.answer_time AS answer_time,IndexUser.id AS uid,IndexUser.username AS username,IndexUser.experience AS experience,IndexUser.answer AS answer,IndexUser.adopt AS adopt FROM wl_answer answer LEFT JOIN wl_index_user IndexUser ON answer.uid=IndexUser.id WHERE ( `qid` = 3 ) AND ( answer.adopt = 0 ) LIMIT 0,10   [ RunTime:0.001000s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.010001s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_reply` [ RunTime:0.015001s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SELECT IndexUser.id AS id,IndexUser.username AS username,reply.reply_msg AS reply_msg,reply.reply_time AS reply_time,reply.uid AS uid,reply.aid AS aid FROM wl_index_user IndexUser LEFT JOIN wl_reply reply ON IndexUser.id=reply.uid WHERE ( reply.aid IN ('3') )  [ RunTime:0.000000s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_template ] --START--
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_parse ] --START--
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run ParseTemplate Behavior [ RunTime:0.032002s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.032002s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_filter ] --START--
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004000s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_end ] --START--
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run ShowPageTrace Behavior [ RunTime:0.002000s ]
[ 2016-08-20T11:45:16+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | INFO: Tag[ route_check ] --START--
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | INFO: Run CheckRoute Behavior [ RunTime:0.003000s ]
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.003000s ]
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | INFO: Tag[ app_begin ] --START--
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | NOTIC: [8] Use of undefined constant intval - assumed 'intval' ShowAction.class.php 第 63 行.
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | SQL: SHOW COLUMNS FROM `wl_reply` [ RunTime:0.010001s ]
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | SQL: INSERT INTO `wl_reply` (`aid`,`uid`,`reply_msg`,`reply_time`) VALUES (3,'2','框架',1471664726) [ RunTime:0.001000s ]
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | INFO: Tag[ view_template ] --START--
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | INFO: Run LocationTemplate Behavior [ RunTime:0.003000s ]
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | INFO: Tag[ view_template ] --END-- [ RunTime:0.003000s ]
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | INFO: Tag[ view_parse ] --START--
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | INFO: Run ParseTemplate Behavior [ RunTime:0.017001s ]
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017001s ]
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | INFO: Tag[ view_filter ] --START--
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | INFO: Run ContentReplace Behavior [ RunTime:0.002000s ]
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | INFO: Tag[ view_end ] --START--
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-08-20T11:45:26+08:00 ] /QA/index.php/Show/reply/aid/3 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-08-20T11:45:27+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ route_check ] --START--
[ 2016-08-20T11:45:27+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2016-08-20T11:45:27+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2016-08-20T11:45:27+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ app_begin ] --START--
[ 2016-08-20T11:45:27+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-08-20T11:45:27+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-08-20T11:45:27+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.010001s ]
[ 2016-08-20T11:45:27+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.010001s ]
[ 2016-08-20T11:45:27+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SELECT question.id AS id,question.ask_content AS ask_content,question.money_reward AS money_reward,question.solve AS solve,question.ask_time AS ask_time,question.cid AS cid,question.answer AS answer,question.uid AS uid,IndexUser.username AS username,IndexUser.experience AS experience FROM wl_question question LEFT JOIN wl_index_user IndexUser ON question.uid = IndexUser.id WHERE ( question.id = 3 ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-08-20T11:45:27+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_answer` [ RunTime:0.011001s ]
[ 2016-08-20T11:45:27+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.010000s ]
[ 2016-08-20T11:45:27+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SELECT answer.id AS id,answer.answer_content AS answer_content,answer.answer_time AS answer_time,IndexUser.id AS uid,IndexUser.username AS username,IndexUser.experience AS experience,IndexUser.answer AS answer,IndexUser.adopt AS adopt FROM wl_answer answer LEFT JOIN wl_index_user IndexUser ON answer.uid=IndexUser.id WHERE ( `qid` = 3 ) AND ( answer.adopt = 1 ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-08-20T11:45:27+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SELECT COUNT(*) AS tp_count FROM `wl_answer` WHERE ( `qid` = 3 ) AND ( answer.adopt = 0 ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-08-20T11:45:27+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SELECT answer.id AS id,answer.answer_content AS answer_content,answer.answer_time AS answer_time,IndexUser.id AS uid,IndexUser.username AS username,IndexUser.experience AS experience,IndexUser.answer AS answer,IndexUser.adopt AS adopt FROM wl_answer answer LEFT JOIN wl_index_user IndexUser ON answer.uid=IndexUser.id WHERE ( `qid` = 3 ) AND ( answer.adopt = 0 ) LIMIT 0,10   [ RunTime:0.000000s ]
[ 2016-08-20T11:45:27+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.009000s ]
[ 2016-08-20T11:45:27+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_reply` [ RunTime:0.010001s ]
